,difference
43421201,-3.7179772794937094
43421202,-3.5137272452877824
43430504,-5.157787455263545
43430505,-5.802014413653183
43430508,-0.8505147147294849
43430511,
36976715,-0.3174063109624967
36976716,1.1075864684827224
36976717,0.21123801388809227
36976718,
36976719,-0.8844919079379778
36976720,-0.24476675818416993
36976721,1.589052541920239
36976722,0.1354450668906395
36976723,0.7162330277413389
36976724,0.38543797581148453
36959093,-1.1218293861952233
36959094,-0.6239243133732657
36959095,1.7329432676032823
36959096,-0.6296272497844484
36959097,-1.9157262270663367
36959098,-0.5369098984924889
36959099,
36959100,-0.44177511519294654
36959101,-1.4850654422540899
36982227,-3.1379774223725416
36982228,
36982229,-4.599246322650432
36982230,-2.793191160963314
36982231,-4.492535620910861
36982232,-4.382029994307111
36982233,-2.981130590262282
36982234,-2.367594508869246
36982235,-3.2396346631239226
36982236,-3.0557053712798563
36990706,-4.78734959572526
36990707,-0.8401772079557333
36990708,-4.323891999165625
36990709,-2.0189715880760275
36990710,-4.726916360984092
36990711,-0.8061635506513483
36990712,-1.8130004500466868
36990713,
36990714,-3.308993451759008
36995038,-3.1901645138436834
36995039,-2.4548192336409755
36995040,4.889941714556059
36995041,3.4670405914604885
36995042,
36995043,-2.611772609288593
36995044,-4.183392101863731
36995045,3.466722173432075
36995046,-2.6857882908077215
36971188,-5.56427518533782
36971189,-2.7995140549103965
36971190,0.2799801463883824
36971191,-4.812654105776787
36971192,-4.712175047069401
36971193,-5.494349409516005
36971194,-2.122459248258849
36971195,
36971196,-0.6820652398211635
36971197,-3.6271146645961494
36986952,-2.7093876594355493
36986953,-1.81430324155383
36986954,-7.036362445944633e-05
36986955,-1.361510732778612
36986956,-0.38177332818372633
36986957,-2.817399261052401
36986958,-2.748729673967773
36986959,
36986960,-2.8757907951994213
36986961,-3.5496783565797188
36974916,2.7631310001944556
36974917,1.0389425082725081
36974918,0.08737574351129218
36974919,2.0669649046092857
36974920,
36974921,-1.2033102563249078
36974922,-0.4928446254612102
36974923,-0.6069286076937361
37009787,-1.496301020223271
37009788,-0.00013687281101226745
37009789,0.8448372798435031
37009790,-3.7640511476439684
37009791,
37009792,-3.7439284169913094
37009793,-1.82106362677726
37009794,-1.7578336097134155
37009795,-1.7580804411182527
37021181,-1.2131566975837202
37021182,-2.567533424191339
37021183,0.27050950159775056
37021184,
37021185,-2.6547707274552934
37021186,-2.1152172266076192
36963996,
36963997,-2.6391361063595724
36963998,-2.8501273244467598
36963999,-1.5836726849685547
36964000,1.582620307676347
36964001,0.6965659693413535
36964002,1.9713189425254374
36964003,-1.5846717016558252
36964004,-2.8501656220572045
37006999,-0.033847866822775075
37007000,0.790611589076633
37007001,
37007002,-3.0807278201900488
37007003,-1.3457881248739696
37007004,-0.03396184277541181
37007005,-0.8732347063006145
37007006,-2.713835898710478
37007007,-0.5182919472273895
37007008,-0.8083601846763528
36995887,-0.278505230021338
36995888,-0.2156037973288818
36995889,-0.4494488642659178
36995890,0.09110243820313713
36995891,-0.2237228914592606
36995892,-4.049196027058244
36995893,
36995894,0.09126851445012107
36995895,-0.3145980535809798
36995896,-0.30107214764329626
36995592,-0.24288917190064296
36995593,0.08741497612359694
36995594,0.08727723048736635
36995595,-1.073441219294601
36995596,-0.24296061658925083
36995597,
36995598,-3.172152623419379
36995599,-0.2760849715091851
36995600,-3.6838420381393107
36964024,-0.5477857488808908
36964025,0.19331290515180655
36964026,0.33393307380529436
36964027,1.0903151751236315
36964028,-0.7102787790406815
36964029,0.7358552629077515
36964030,-0.3726424717538599
36964031,-1.9362431313077764
36964032,
36964033,-2.4204104451187334
36973061,-0.753608557901913
36973062,-0.10110205204643563
36973063,-0.5956205222226316
36973064,
36973065,-0.8543562961877527
36973066,-0.8800874834421606
36973067,-0.7620907871623572
36973068,-2.21659902906201
36973069,0.17735960125186523
36972683,0.7883672554385868
36972684,-0.33478668311585125
36972685,0.4221071031057235
36972686,1.014920527310771
36972687,0.39434063906410444
36972688,-0.21959262677130909
36972689,-0.1576941461247472
36972690,-0.1577094262129819
36972691,
36972692,-0.45943373922268904
37008847,-8.777767137891736
37008848,-8.52482098345817
37008849,-5.730570323732131
37008850,-9.475542936941864
37008851,-10.515598403898927
37008852,
37008853,-5.381847036268923
37008854,-5.891244976589007
37008855,-10.765041698845366
36986351,-3.7699952027823818
36986352,-3.5927115966147385
36986353,
36986354,-2.911593188115183
36986355,-2.9114103887510248
36986356,-5.24286949479473
36986357,-4.814445563195292
36986358,-4.735190631956443
37011216,1.3210433712993215
37011217,-4.483105948554133
37011218,1.6668467082907235
37011219,1.4682892256262825
37011220,0.11759917653271756
37011221,-3.518717343184278
37011222,
37013798,-1.6639211689574083
37013799,1.4914392993805734
37013800,-0.28924558816688517
37013801,-0.2894192509750262
37013802,
36973141,-0.648008120974481
36973142,-0.48986559028566035
36973143,-0.23812536006479945
36973144,0.0703243256941164
36973145,-0.14499743819608568
36973146,
36973147,-1.6311164128570468
37009796,-1.9966476828478434
37009797,-1.5495698254294865
37009798,-1.3718042958123604
37009799,
37009800,-2.5034826338940945
37009801,-1.822446270894993
37009802,-2.589636122923025
37009803,-2.683936710030139
37009804,-1.9260940496705956
37009805,-1.8221281354763192
36983373,-1.5948288631366552
36983374,-1.4416421124125804
36983375,
36983376,0.14544601088115883
36983377,0.005277117884418203
36983378,-2.8858184822403814
36983379,-0.12702731157729374
36983380,0.08929191513155388
36983381,-2.2740765596757484
36983382,-1.9002398825068667
36998743,-1.2183318967495538
36998744,-1.267662109627338
36998745,-1.00834519225182
36998746,-0.8218066051184927
36998747,
36998748,0.8216628994466681
36998749,0.010034614693626764
36959191,
36959192,-0.9568293291052754
36959193,-5.28086789081037
36959194,-4.186623331762895
36959195,-2.4757656739352925
36959196,-0.00042340101438753663
36959197,-2.983785623456285
36959198,-4.726289558232985
36959199,-3.342280659235506
36959200,-3.8929219604407024
36980637,-5.492157291626057
36980638,-5.492008941489814
36980639,-5.492301578878767
36980640,-7.297212051144868
36980641,-5.466142230235334
36980642,-5.3885689172433615
36980643,-4.904654533594851
36980644,-4.777010625917939
36980645,-6.830001826453639
36980646,
37018639,
37018640,1.4263038414101814
37018641,0.6057812095707718
37018642,0.7834612386729347
37018643,0.6153199579797999
37018644,1.2079369797067017
37018645,-0.3525317666038177
37018646,-3.2267823304961
37018647,-3.3836784029825537
37018648,0.6286187530282703
36974579,-1.4780806080578373
36974580,-0.339605745731717
36974581,-0.09689700025705861
36974582,-1.157594202971893
36974583,-0.17727025343219793
36974584,
36974585,-1.8889199817569988
43425020,7.575319137655711
43425021,4.05441962457202
43425022,14.559208548415995
43425023,4.449052588330389
43425024,-3.732615169838027e-05
43425025,
43425026,4.455191677547447
43425027,-1.6879364046588279
43425028,5.401672227410771
43430840,-7.497880090794212
43430841,-7.067980889771718
43430842,
43430843,-6.067526158679556
43430844,-7.0680906728034785
43430845,-11.164254414392246
43430846,-7.498057227404658
36989209,2.910489430006521
36989210,0.02094663238992922
36989211,3.5192051777994493
36989212,
36989213,3.5787387953667036
36989214,2.3111443760868013
36989215,1.0938888166056557
36989216,2.665940851838805
36988878,0.525359072713357
36988879,1.047501252114131
36988880,1.0321005272305825
36988881,-0.6071322554579552
36988882,1.4905938063567419
36988884,
36988885,1.2727496831847986
36988886,1.0323989386994583
36988887,-0.7130800301937228
36976499,2.0853214260048336
36976500,0.1643633183167399
36976501,2.0855301425420167
36976502,1.456061609793303
36976503,2.08539977239469
36976504,2.0845629469986804
36976505,
36976506,-0.7133894830766305
36976507,2.085266614159834
36976508,1.1924349242168315
36984400,0.6182106966051322
36984401,-0.07437971635314256
36984402,-3.907937271660245
36984404,
36984405,-3.4864501969815223
36984406,0.6184331229977715
36984407,3.4362393177327846
36984408,-4.232355013038408
36984409,4.1124938450276645
36986555,
36986556,-0.4708463083559593
36986557,0.2365885804052823
36986558,-7.358150891474963
36986559,-0.336002221167206
36986560,-9.123172574702949
36986561,-4.865741250093208
36986562,-0.32531268013431713
36986563,-0.6122291794521857
36986564,0.491034015855206
36993132,-1.4439921023747004
36993133,-0.7094976850035515
36993134,-0.7309570238392098
36993135,1.0913588969670727
36993136,1.2807539867642106
36993137,
36993138,0.1659941428560927
36993139,-0.44740602428712606
36972910,-0.3807069511375971
36972911,0.7341980118812899
36972912,-1.1292841615344855
36972913,3.362175810258634
36972914,3.149088392351416
36972915,0.8733923856677848
36972916,
36972917,-0.6161188852945543
36972918,-0.7652398705091059
36972919,-0.25004134067955874
36987608,1.7859513533715798
36987609,-2.5122406767121603
36987610,-0.7470299145365829
36987611,1.2303613537643656
36987612,-0.15342029830057413
36987613,1.9895698965501083
36987614,1.3208181709279074
36987615,
36987616,-1.3256469540171025
36984060,-2.864715711879242
36984061,
36984062,-2.761198909416919
36984063,-3.064324177529727
36984064,-2.547519597302909
36984065,-2.044358703217526
36984066,-1.4798610072284646
36984067,-2.4831886372075758
36995702,-2.7149942312202597
36995703,0.29014675704530646
36995704,
36995705,0.07043272442609805
36995706,-2.258908199649568
36995707,2.116472792199545
36995708,-2.679293816119241
36965291,0.08151758923558816
36965292,-0.02719913377924854
36965293,
36965294,-0.21460155686334303
36965295,-0.21409669489761995
36965296,-0.41239590811358795
36965297,-0.02208267496957461
36965298,-0.07127586349823645
36965299,-0.1473793064038702
36967737,0.10973387918882338
36967738,0.02607690451057465
36967739,-0.9998651472458704
36967740,-0.5345755227801874
36967741,0.6868059879321393
36967742,0.6523310487127105
36967743,0.014301477125066242
36967744,
36967745,-0.48499315369772233
37015167,-0.4784804024200806
37015168,0.277271727114794
37015169,0.6435305016103392
37015170,-0.20769419627440477
37015171,-0.6245538067656247
37015172,
36974256,-4.063936814094625
36974257,-1.3143599843508085
36974258,-1.7178244517950674
36974259,-4.158027567901286
36974260,-1.7342680650816646
36974261,
36974262,-0.8340774307185086
36974263,0.55027679938933
36974264,1.7520638500375156
36974265,-2.2237276811731235
37013229,0.17814772524758737
37013230,-0.1542051791054
37013231,0.00984012494290809
37013232,0.37938755240824307
37013233,0.4996080038193007
37013234,0.21320768925874134
37013235,-0.10655281615948908
37013236,-0.021772064181792672
37013237,
37016195,
37016196,0.583997835315806
37016197,0.08169505971600088
37016198,-0.6830452765723827
37016199,0.812646203113534
37016200,0.003985281214990977
37016201,0.21608962743921367
37016202,-0.20176549392067855
36976422,-1.3817331784294424
36976423,-0.4740011073971431
36976424,-2.684348554603801
36976425,
36976426,-0.7665061282202146
36976427,0.2970531173493782
36976428,-1.001965900935872
36976429,-0.1845197586469709
36986273,-0.7761225575802442
36986274,0.28127231711430234
36986275,-2.3230371941785233
36986276,-1.9528787501672973
36986277,0.0481200166121063
36986278,3.685580599536113
36986279,2.535603340965566
36986280,2.5357858848532313
36986281,-2.499888728342979
36986282,
36990879,-0.2146437965101473
36990880,-0.6826558933534717
36990881,
36990882,1.9500880550645343
36990883,-0.07080868538725227
36990884,0.9908925555635033
36990885,0.5569848041925329
36990886,1.4208534264327692
36990887,1.4705610973261614
36990888,1.3535118691647678
36979330,
36979331,0.6254505927957297
36979332,3.6718388885728785
36979333,-2.6474385365522863
36979334,0.6292554061576681
36979335,1.1984153699944784
36979336,0.7232255007692032
36979337,-1.4566476935517585
36979338,-1.1961572022038638
36996247,
36996248,-1.641175836644404
36996249,0.8632561115407587
36996250,1.2186033223459258
36996251,0.3164313212435683
36996252,-0.15818900744671005
36996253,-0.1620292923868849
36996254,-1.0041065284069202
36996255,3.597074563746224
36996256,-2.1092758148206006
36981601,-0.12100347578494564
36981602,
36981603,-2.973944034676883
36981604,3.780615936500972
36981605,-1.1920645371129766
36981606,-1.6512384876112307
36981607,3.622679625133543
36981608,-0.18748096221323607
43430688,-0.8908151019825823
43430691,
43425473,1.3638578991822428
43425474,-5.787195613728471
43425475,
43425476,5.7469953720014
43425477,3.8794294964926976
43425478,3.6692481478091032
43425479,-7.511688835024284
43425480,1.8590438926795514
43425481,3.5119414487048672
37019750,
37019751,2.041935280872849
37019752,1.0937622244339664
37019753,-0.3149745552752137
37019754,1.6896988676152986
37019755,1.6898256698586565
37019756,-0.13495570914894017
37019757,2.5457591042158967
37007584,-2.129372717522159
37007585,
37007586,-0.5324343280871062
37007587,-5.373106778634124
37007588,-0.8973047428493857
37007589,2.935400027861718
37007590,0.6269440332149969
37007591,-2.577718167278732
37007592,-9.268954734057203
37007593,-2.6738134764209036
36966310,-0.5730674022467035
36966311,-1.150976653417274
36966312,-0.9171412005455828
36966313,-0.5337615977877981
36966314,-1.1412998396909906
36966315,-1.897830368757127
36966316,0.47015273084468845
36966317,-1.1691973241213134
36966318,-1.1417176240149054
36966319,
43423194,0.31716790284866647
43423195,-0.9440953896216229
43423196,5.1499381418160795
43423197,4.723971064021697
43423198,
43423199,-0.29613804484296224
43423200,3.774820663755804
43423201,2.044431227890442
43423202,-3.0641599639810693
43423203,-2.3492305362615866
36985040,0.31941552988828903
36985041,3.5953223231909277
36985042,-1.7911440267119048
36985043,2.8910890110914096
36985044,2.659248142740381
36985045,-2.934420724985685
36985046,
36985047,0.2460225144977528
36985048,6.869225369658537
36964157,
36964158,-0.493307462073318
36964159,1.5070135893339938
36964160,-2.122929694747768
36964161,1.7384135921948598
36964162,-1.7688295458498402
36964163,-1.5795660544520587
36964164,-3.511408448171494
36964165,-0.619911747587409
43419762,2.4208076493164583
43419763,-0.5806710488514284
43419764,
43419765,-0.04618359157129248
43419766,0.7194108812072386
43419767,-1.2597444052246658
43419768,3.216715588886501
43419769,-0.33720373688333893
43419770,-1.5359801805022641
43424198,-5.329245819838931
43424199,-4.147671586036154
43424200,-3.1693865730720177
43424201,
43424202,-0.026133963004213
43424203,0.27786363956403193
43424204,-2.6218304576629095
43424205,0.44027456582007574
43424206,-4.212454543637023
43424207,0.5890434183128548
43428295,3.3465221150809157
43428296,0.22325920634381902
43428297,4.553908798716691
43428298,
43428299,4.544293083795054
43428300,0.5701991552097496
43428301,3.9752444014600172
36960090,2.246497055973876
36960091,-0.2482424582495817
36960092,
36960093,-0.7630861959543012
36960094,0.10936769509362776
36960095,2.1872692700986143
36960096,2.1874804831062917
36960097,1.0824317411589313
36960098,1.0100319921239578
36960099,-0.10304706257862861
36993113,
36993114,-1.6626813330845067
